,Unnamed: 0,Subject,Start,End,Location,Start Date,Start Time
447,447,Project Hendricks Team Learning,2020-06-09 13:30:00,2020-06-09 14:00:00,https://mckinsey.zoom.us/j/91504400411?pwd=N25tZWtvRHk0eXR1UFd3QWh4MGJEUT09,2020-06-09,13:30:00
448,448,Team check-in,2020-06-10 08:15:00,2020-06-10 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-10,08:15:00
449,449,[Hendricks] Fred / Christoph + McKinsey check-in,2020-06-10 09:00:00,2020-06-10 09:30:00,https://mckinsey.zoom.us/j/94051490093?pwd=TWlFU0x4WVdLYmdySk5IZFFUQWZQZz09,2020-06-10,09:00:00
450,450,[Hendricks] Justine / Adam + McKinsey on unbundling legal process,2020-06-10 13:00:00,2020-06-10 13:30:00,https://mckinsey.zoom.us/j/92104845121?pwd=VzlDYlNiZXRzb3EzWk5wcDRSMXJvdz09,2020-06-10,13:00:00
451,451,[Hendricks] GDOT / Legal on Unbundling,2020-06-11 05:30:00,2020-06-11 06:00:00,https://mckinsey.zoom.us/j/95738359897?pwd=bFZLRm5JUWNmM0tTVW41MW9tZDhWdz09,2020-06-11,05:30:00
452,452,Review initial mechanics of Hendricks model,2020-06-11 06:30:00,2020-06-11 07:00:00,https://mckinsey.zoom.us/j/95932822655?pwd=b2ZaNng3ZG1KaG4xcGlGamx3YUhhdz09,2020-06-11,06:30:00
453,453,Team check-in,2020-06-11 08:15:00,2020-06-11 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-11,08:15:00
454,454,Call: “PSS on value creation doc”,2020-06-11 10:00:00,2020-06-11 10:30:00,https://mckinsey.zoom.us/j/96418174978?pwd=U0lZamg0RnQrczZoTExsUW5WQWtjUT09,2020-06-11,10:00:00
455,455,Hendricks Project Team working session,2020-06-12 07:00:00,2020-06-12 07:30:00,https://mckinsey.zoom.us/j/93778713641?pwd=VDZGSkJyZlRNU05va3RpREg3M2NWdz09,2020-06-12,07:00:00
456,456,Team check-in,2020-06-12 08:15:00,2020-06-12 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-12,08:15:00
457,457,[Hendricks] Fred / Christoph + McKinsey check-in,2020-06-12 09:00:00,2020-06-12 09:30:00,https://mckinsey.zoom.us/j/94051490093?pwd=TWlFU0x4WVdLYmdySk5IZFFUQWZQZz09,2020-06-12,09:00:00
458,458,Hendricks PSS,2020-06-12 09:30:00,2020-06-12 10:00:00,https://mckinsey.zoom.us/j/93610401092?pwd=Nm81M2VMWXZoaEl3SVhYS1JNVktiZz09,2020-06-12,09:30:00
459,459,[Hendricks] McKinsey + Exec sponsor check-in,2020-06-12 13:30:00,2020-06-12 14:00:00,https://mckinsey.zoom.us/j/96011268863?pwd=RTVUK1hDTWhpeHl4VXpwb2t2djI1UT09,2020-06-12,13:30:00
460,460,Virtual Happy Hour,2020-06-12 15:00:00,2020-06-12 16:00:00,https://mckinsey.zoom.us/j/93258195675?pwd=ZG5rclZSVHRyUXo4Q3hWM2hLMVFrQT09,2020-06-12,15:00:00
461,461,Hendricks Project Team working session,2020-06-15 08:00:00,2020-06-15 08:30:00,https://mckinsey.zoom.us/j/93688894706?pwd=ZENvaFI1Ui9lNFFMeHZtOTdOeTUydz09,2020-06-15,08:00:00
462,462,Team check-in,2020-06-15 08:15:00,2020-06-15 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-15,08:15:00
463,463,Hendricks PSS,2020-06-15 09:00:00,2020-06-15 09:30:00,https://mckinsey.zoom.us/j/94318601112?pwd=bEk1dmFSQVBNOEV2cXdFaFNDM0RGZz09,2020-06-15,09:00:00
464,464,[EXT]Kevin & Andrew to circle up,2020-06-15 13:30:00,2020-06-15 14:00:00,Andrew to call Kevin,2020-06-15,13:30:00
465,465,[Hendricks] Tom B + McKinsey check-in,2020-06-15 14:00:00,2020-06-15 14:30:00,https://mckinsey.zoom.us/j/93440308696?pwd=VGFVWkl4YWRkVDgyN21IWG0zd0hOdz09,2020-06-15,14:00:00
466,466,Team check-in,2020-06-16 08:15:00,2020-06-16 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-16,08:15:00
467,467,[Hendricks] McKinsey + Exec sponsor check-in,2020-06-16 08:30:00,2020-06-16 09:30:00,https://mckinsey.zoom.us/j/98136179582?pwd=YVdENW1wY2dTUXM2NktqQ2dFRlhsdz09,2020-06-16,08:30:00
468,468,[EXT]Kevin & Andrew to wrap up,2020-06-16 13:00:00,2020-06-16 13:30:00,Andrew to call Kevin,2020-06-16,13:00:00
469,469,Team check-in,2020-06-17 08:15:00,2020-06-17 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-17,08:15:00
470,470,[Hendricks] Fred / Christoph + McKinsey check-in,2020-06-17 09:00:00,2020-06-17 09:30:00,https://mckinsey.zoom.us/j/94051490093?pwd=TWlFU0x4WVdLYmdySk5IZFFUQWZQZz09,2020-06-17,09:00:00
471,471,Hendricks PSS,2020-06-18 07:00:00,2020-06-18 07:30:00,https://mckinsey.zoom.us/j/91080239160?pwd=bEppUU1hV2k1QTEwRDZXRGo0T0ZyQT09,2020-06-18,07:00:00
472,472,Team check-in,2020-06-18 08:15:00,2020-06-18 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-18,08:15:00
473,473,[Hendricks] Jeanne + McKinsey 1:1 check-in,2020-06-18 10:00:00,2020-06-18 10:30:00,https://mckinsey.zoom.us/j/95859872770?pwd=T0VRQUpNZnE2RmNVZzUyUUp6QS9OUT09,2020-06-18,10:00:00
474,474,[Hendricks] Tom B + McKinsey check-in,2020-06-18 14:00:00,2020-06-18 14:30:00,https://mckinsey.zoom.us/j/98454216316?pwd=UjcrZThUdE0wdmRFNEs2WFg2ZnNGZz09,2020-06-18,14:00:00
475,475,"Catch up (Kevin, Amir) ",2020-06-18 15:00:00,2020-06-18 15:30:00,Kevin to call Amir: 917-704-8480 ,2020-06-18,15:00:00
476,476,NY Values Day 2020,2020-06-19 06:00:00,2020-06-19 10:00:00,https://mckinsey.zoom.us/j/94908038309?pwd=RWh1NzN5eS9hNVY4V0IrWHZkbGxCUT09,2020-06-19,06:00:00
477,477,NY Values Day Breakout Session,2020-06-19 07:30:00,2020-06-19 09:00:00,https://mckinsey.zoom.us/j/99292793101?pwd=MG0rMU9ibEZvMUdUTVpWd2sxd1ViUT09,2020-06-19,07:30:00
478,478,[Hendricks] Fred / Christoph + McKinsey check-in,2020-06-19 09:00:00,2020-06-19 09:30:00,https://mckinsey.zoom.us/j/94051490093?pwd=TWlFU0x4WVdLYmdySk5IZFFUQWZQZz09,2020-06-19,09:00:00
479,479,[Hendricks] Toni + McKinsey 1:1 ,2020-06-19 12:00:00,2020-06-19 12:30:00,https://mckinsey.zoom.us/j/94856194781?pwd=eENEaklDRGVBL3YyUnArRFJyM0F1Zz09,2020-06-19,12:00:00
480,480,Virtual Happy Hour,2020-06-19 15:00:00,2020-06-19 16:00:00,https://mckinsey.zoom.us/j/93258195675?pwd=ZG5rclZSVHRyUXo4Q3hWM2hLMVFrQT09,2020-06-19,15:00:00
481,481,Contract Structure for Un-Bundling / Cerner,2020-06-22 07:30:00,2020-06-22 08:00:00,Microsoft Teams Meeting,2020-06-22,07:30:00
482,482,Team check-in,2020-06-22 08:15:00,2020-06-22 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-22,08:15:00
483,483,[Hendricks] Financial perspective update,2020-06-22 08:30:00,2020-06-22 09:00:00,https://mckinsey.zoom.us/j/92034833790?pwd=VkN1YnhNdWliTzg2NUdIbS94MEp4Zz09,2020-06-22,08:30:00
484,484,[Hendricks] Fred / Christoph + McKinsey check-in,2020-06-22 09:00:00,2020-06-22 09:30:00,https://mckinsey.zoom.us/j/94051490093?pwd=TWlFU0x4WVdLYmdySk5IZFFUQWZQZz09,2020-06-22,09:00:00
485,485,PSS:  Project Hendricks with Jeremy and Senthil,2020-06-22 14:00:00,2020-06-22 15:00:00,https://mckinsey.zoom.us/j/93994448261?pwd=U3hFdFBpMmYrb1JxSzgxc1U4aWtDQT09,2020-06-22,14:00:00
486,486,[Hendricks] McKinsey + Exec sponsor check-in,2020-06-23 05:30:00,2020-06-23 06:00:00,https://mckinsey.zoom.us/j/93228030200?pwd=ZE1ZZzZkY0J3R0s3Q2VEcjhYRk92Zz09,2020-06-23,05:30:00
487,487,Team check-in,2020-06-23 08:15:00,2020-06-23 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-23,08:15:00
488,488,Invoice + order management / TRA for unbundling,2020-06-23 10:30:00,2020-06-23 11:00:00,https://mckinsey.zoom.us/j/98291270225?pwd=YXVOQjlmWFYwdWVvTDh1MWs3b05OUT09,2020-06-23,10:30:00
489,489,MTG: Hendricks Bundles Program (4:30 pm ET),2020-06-23 13:30:00,2020-06-23 14:30:00,Microsoft Teams Meeting,2020-06-23,13:30:00
490,490,Project Hendricks PSS,2020-06-24 07:00:00,2020-06-24 07:30:00,https://mckinsey.zoom.us/j/97885304448?pwd=c3Fwazl5aHBlTnU5ZzY2d0pyZlJwdz09,2020-06-24,07:00:00
491,491,Team check-in,2020-06-24 08:15:00,2020-06-24 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-24,08:15:00
492,492,[Hendricks] Jeanne + McKinsey 1:1,2020-06-24 09:00:00,2020-06-24 10:00:00,https://mckinsey.zoom.us/j/97295163272?pwd=azVUd3NLZDl0ZU9lR3hiRWdOZ2hvUT09,2020-06-24,09:00:00
493,493,Call: “PE / SW checkin” ,2020-06-24 11:30:00,2020-06-24 12:00:00,https://mckinsey.zoom.us/j/91803383058?pwd=SkRCeVNUM0RxeUc0Z0Z4dUkzNHg3QT09,2020-06-24,11:30:00
494,494,[Hendricks] Toni + McKinsey // unbundling action plans,2020-06-24 13:00:00,2020-06-24 13:30:00,https://mckinsey.zoom.us/j/92856630040?pwd=TVd5ajAzY211MCtudzE1R3AyZzdGdz09,2020-06-24,13:00:00
495,495,Hendricks PSS,2020-06-24 17:30:00,2020-06-24 18:00:00,https://mckinsey.zoom.us/j/92747965420?pwd=ajNIcnVrNEFHckl1cW9qL3cyWm4vUT09,2020-06-24,17:30:00
496,496,Hendricks Project Team working session,2020-06-25 07:30:00,2020-06-25 08:00:00,https://mckinsey.zoom.us/j/91952483346?pwd=OU5TdTdha000S25OWUZhM3ZEODU4QT09,2020-06-25,07:30:00
497,497,Team check-in,2020-06-25 08:15:00,2020-06-25 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-25,08:15:00
498,498,[Hendricks] Toni M + McKinsey 1:1 on action plans,2020-06-25 12:00:00,2020-06-25 12:30:00,https://mckinsey.zoom.us/j/94565533938?pwd=dWVSK1VLcVRIbmtuWGwzYWx5NTFHUT09,2020-06-25,12:00:00
499,499,[Hendricks] Tom B + McKinsey 1:1,2020-06-26 07:30:00,2020-06-26 08:00:00,https://mckinsey.zoom.us/j/97119790087?pwd=WGh4T0V6UXU0dmdOT1B5TUhZdzIrUT09,2020-06-26,07:30:00
500,500,Team check-in,2020-06-26 08:15:00,2020-06-26 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-26,08:15:00
501,501,[Hendricks] Fred / Christoph + McKinsey check-in,2020-06-26 09:00:00,2020-06-26 09:30:00,https://mckinsey.zoom.us/j/94051490093?pwd=TWlFU0x4WVdLYmdySk5IZFFUQWZQZz09,2020-06-26,09:00:00
502,502,[Hendricks] McKinsey + Exec sponsor check-in,2020-06-26 12:30:00,2020-06-26 13:00:00,https://mckinsey.zoom.us/j/97460159997?pwd=YTdsTHJSVEF0Smthby9aazdGeUdMQT09,2020-06-26,12:30:00
503,503,Virtual Happy Hour,2020-06-26 15:00:00,2020-06-26 16:00:00,https://mckinsey.zoom.us/j/93258195675?pwd=ZG5rclZSVHRyUXo4Q3hWM2hLMVFrQT09,2020-06-26,15:00:00
504,504,[Hendricks] Corp dev + McKinsey on financial projections,2020-06-29 05:30:00,2020-06-29 06:30:00,https://mckinsey.zoom.us/j/95510373810?pwd=RDJNakszOU9ncnU3K2lBOVlwUXZJQT09,2020-06-29,05:30:00
505,505,[EXT]MTG: McKinsey Check-In,2020-06-29 08:00:00,2020-06-29 08:30:00,Microsoft Teams Meeting,2020-06-29,08:00:00
506,506,Team check-in,2020-06-29 08:15:00,2020-06-29 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-29,08:15:00
507,507,MT: McKinsey Check-In,2020-06-29 10:00:00,2020-06-29 10:30:00,Microsoft Teams Meeting,2020-06-29,10:00:00
508,508,Deal Deck Information / Financial Model Inputs,2020-06-29 12:00:00,2020-06-29 12:30:00,Microsoft Teams Meeting,2020-06-29,12:00:00
509,509,PSS:  Project Hendricks with Jeremy and Senthil,2020-06-29 14:00:00,2020-06-29 15:00:00,https://mckinsey.zoom.us/j/93994448261?pwd=U3hFdFBpMmYrb1JxSzgxc1U4aWtDQT09,2020-06-29,14:00:00
510,510,Team check-in,2020-06-30 08:15:00,2020-06-30 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-06-30,08:15:00
511,511,[Hendricks] Christoph + McKinsey 1:1,2020-06-30 11:30:00,2020-06-30 12:30:00,https://mckinsey.zoom.us/j/94326213076?pwd=engzRGNRK2t5dVhob1g0VjBxenhUZz09,2020-06-30,11:30:00
512,512,Unbundling / data rights negotiations,2020-06-30 13:30:00,2020-06-30 14:00:00,https://mckinsey.zoom.us/j/95335165342?pwd=M2c0L1hacSt6OHg2eUt1QUxpckJYQT09,2020-06-30,13:30:00
513,513,[EXT]Caroline Wilson & Kevin Zhang to connect | Charlesbank 2022,2020-07-01 06:00:00,2020-07-01 06:30:00,Caroline to call Kevin @ 510-364-5205,2020-07-01,06:00:00
514,514,Team check-in,2020-07-01 08:15:00,2020-07-01 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-07-01,08:15:00
515,515,Hendricks check-in,2020-07-01 09:00:00,2020-07-01 09:30:00,https://mckinsey.zoom.us/j/92668041791?pwd=bHI4aGxnb1VuM2I4bk9vNGZub2hJUT09,2020-07-01,09:00:00
516,516,Christoph + McKinsey 1:1,2020-07-01 11:00:00,2020-07-01 11:30:00,https://mckinsey.zoom.us/j/91306744297?pwd=Mm9iTEp4L0kvaDBlUStybjg3ZDVEdz09,2020-07-01,11:00:00
517,517,[EXT]Follow Up Call: contractual scenarios & options matrix,2020-07-01 12:30:00,2020-07-01 13:00:00,Microsoft Teams Meeting,2020-07-01,12:30:00
518,518,Catch up on Hendricks,2020-07-01 13:00:00,2020-07-01 13:30:00,https://mckinsey.zoom.us/j/98336396532?pwd=ZU5wY0xnTmp5WW54azdVdHp5Rjlydz09,2020-07-01,13:00:00
519,519,Team check-in,2020-07-02 08:15:00,2020-07-02 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-07-02,08:15:00
520,520,Call: “PE / SW checkin” ,2020-07-02 09:00:00,2020-07-02 09:30:00,https://mckinsey.zoom.us/j/93958027880?pwd=cmpOSXgvYXFJMldyNWNqL055ZFZxZz09,2020-07-02,09:00:00
521,521,Team check-in,2020-07-03 08:15:00,2020-07-03 08:30:00,https://mckinsey.zoom.us/j/94506585316?pwd=TkZtOVVyMVBtMi9TWFh1dWNodUF6UT09,2020-07-03,08:15:00
522,522,PSS:  Project Hendricks,2020-07-03 13:30:00,2020-07-03 14:00:00,https://mckinsey.zoom.us/j/92384715941?pwd=cDd2VUplTmwycEg5VUhFMkpoNzl1UT09,2020-07-03,13:30:00
523,523,Canceled: Virtual Happy Hour,2020-07-03 15:00:00,2020-07-03 16:00:00,https://mckinsey.zoom.us/j/93258195675?pwd=ZG5rclZSVHRyUXo4Q3hWM2hLMVFrQT09,2020-07-03,15:00:00
524,524,MTG: Project Hendrick - McKinsey and Executive Sponsor Check-In,2020-07-06 05:30:00,2020-07-06 07:00:00,Microsoft Teams Meeting,2020-07-06,05:30:00
525,525,PSS:  Project Hendricks with Jeremy and Senthil,2020-07-06 14:00:00,2020-07-06 15:00:00,https://mckinsey.zoom.us/j/93994448261?pwd=U3hFdFBpMmYrb1JxSzgxc1U4aWtDQT09,2020-07-06,14:00:00
526,526,ADP Lifion - Team Kick-off!,2020-07-13 07:00:00,2020-07-13 07:30:00,https://mckinsey.zoom.us/j/96884847681?pwd=NGhZWFFoZU9kbjdUTG1IWVFGWjJGdz09,2020-07-13,07:00:00
527,527,Call: ADP Lifion – Product PS,2020-07-13 09:00:00,2020-07-13 10:00:00,https://mckinsey.zoom.us/j/97409336958?pwd=RUtNVDRuSGt6VmdPTitWdWhFMURmQT09,2020-07-13,09:00:00
528,528,Call: ADP Lifion – Daily team PS,2020-07-13 12:00:00,2020-07-13 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-07-13,12:00:00
529,529,Team check-out,2020-07-13 15:00:00,2020-07-13 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-13,15:00:00
530,530,Team check-in,2020-07-14 06:15:00,2020-07-14 06:45:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-14,06:15:00
531,531,Catch-up with Rob regarding Lifion product,2020-07-14 07:00:00,2020-07-14 08:00:00,https://mckinsey.zoom.us/j/93161179072?pwd=SzNDZlErdVhGRzMxM2tWZGs4NHo2Zz09,2020-07-14,07:00:00
532,532,"Lifion pitch and product overview (Cord, Jake, McKinsey)",2020-07-14 08:00:00,2020-07-14 09:00:00,https://mckinsey.zoom.us/j/91506444371?pwd=TmFaNjk5UGg4WmQ5dW5DZE52Q1FlQT09,2020-07-14,08:00:00
533,533,Zoom: Lifion Context & History ,2020-07-14 10:00:00,2020-07-14 10:30:00,https://mckinsey.zoom.us/j/92954314600?pwd=MC9zMFJ1UURRQXBSSkhhSXZoWUxKZz09,2020-07-14,10:00:00
534,534,Catch-up with Raul regarding Lifion product,2020-07-14 12:15:00,2020-07-14 13:00:00,https://mckinsey.zoom.us/j/93926672615?pwd=TmlVdEJpaWlFU0FvbmlVVmRvTUdqQT09,2020-07-14,12:15:00
535,535,Call: ADP Lifion – Daily team PS,2020-07-14 13:30:00,2020-07-14 14:00:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-07-14,13:30:00
536,536, Call: “ADP Lifion – Team Learning”,2020-07-14 14:30:00,2020-07-14 15:00:00,https://mckinsey.zoom.us/j/91541658856?pwd=cEFtSm9QOHVsMlZMc1BBTENEd2FDQT09,2020-07-14,14:30:00
537,537,Team check-out,2020-07-14 15:00:00,2020-07-14 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-14,15:00:00
538,538,Call: ADP Lifion – Product PS,2020-07-14 16:00:00,2020-07-14 16:30:00,https://mckinsey.zoom.us/j/97653280032?pwd=VmhHdmV3cGNOM25yM0xnSlpVNlVaQT09,2020-07-14,16:00:00
539,539,Team check-in,2020-07-15 05:45:00,2020-07-15 06:00:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-15,05:45:00
540,540,ADP: Lifion check-in on Product/Platform workstream (w/ Aaron and Lohit),2020-07-15 07:30:00,2020-07-15 08:00:00,https://mckinsey.zoom.us/j/92058011264?pwd=S0JwTmozTE9hcVZ0R2dnQ2hQemg5QT09,2020-07-15,07:30:00
541,541,Call  “ADP Lifion – Product PS”,2020-07-15 10:00:00,2020-07-15 11:00:00,https://mckinsey.zoom.us/j/99494351502?pwd=a0lWbDhseGFSM244U003UXQweTBWdz09,2020-07-15,10:00:00
542,542,"Connect on Lifion product (Jae, McKinsey)",2020-07-15 11:00:00,2020-07-15 12:00:00,https://mckinsey.zoom.us/j/94437532148?pwd=TUpEOTZPeENsUCt2T1BacWRnNlhiQT09,2020-07-15,11:00:00
543,543,Call: ADP Lifion – Daily team PS,2020-07-15 12:00:00,2020-07-15 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-07-15,12:00:00
544,544,Catch-up with Ashish regarding Lifion product,2020-07-15 13:15:00,2020-07-15 14:00:00,https://mckinsey.zoom.us/j/99109193305?pwd=S21qWkRWaEYxYXN1TzZwQVZjWlVwQT09,2020-07-15,13:15:00
545,545,Call: ADP Lifion – Cross-workstream PS - Zachary first 30 min,2020-07-15 14:00:00,2020-07-15 15:00:00,https://mckinsey.zoom.us/j/99033694975?pwd=UFdDZUFlMERjRWJ6RG43OFNFS1hGUT09,2020-07-15,14:00:00
546,546,Team check-out,2020-07-15 15:00:00,2020-07-15 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-15,15:00:00
547,547,Call: ADP Lifion – Product PS,2020-07-15 15:30:00,2020-07-15 16:00:00,https://mckinsey.zoom.us/j/97653280032?pwd=VmhHdmV3cGNOM25yM0xnSlpVNlVaQT09,2020-07-15,15:30:00
548,548,Team check-in,2020-07-16 06:00:00,2020-07-16 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-16,06:00:00
549,549,[EXT] “Connect on Lifion product” ,2020-07-16 07:00:00,2020-07-16 07:30:00,https://mckinsey.zoom.us/j/98970688061?pwd=dzhQbnBkR0k0a0k1alBiNUpmTmN3Zz09,2020-07-16,07:00:00
550,550,Call: ADP Lifion – Product PS,2020-07-16 05:00:00,2020-07-16 06:00:00,https://mckinsey.zoom.us/j/95147596303?pwd=RXMrRUo4TXRjdGxVcGNudC9oaFJoQT09,2020-07-16,05:00:00
551,551,Connect on Lifion platform (Zaid / McKinsey),2020-07-16 11:00:00,2020-07-16 12:00:00,https://mckinsey.zoom.us/j/93424971774?pwd=bFMzWEFHVVhTK1d1eFpiSTE1cktoZz09,2020-07-16,11:00:00
552,552,Catch-up with Ethan regarding Lifion product,2020-07-16 11:00:00,2020-07-16 12:00:00,https://mckinsey.zoom.us/j/93004016308?pwd=UlJFU05KUEFDWkVlTU5TVkUyblIxUT09,2020-07-16,11:00:00
553,553,Lifion product/platform working session w/ Raul,2020-07-16 12:00:00,2020-07-16 13:00:00,https://mckinsey.zoom.us/j/96460417117?pwd=TEIzeWZuYXFSSmxlUDJvM0JXT3poUT09,2020-07-16,12:00:00
554,554,Team check-out,2020-07-16 15:00:00,2020-07-16 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-16,15:00:00
555,555,Catch-up with Serafin regarding Lifion product,2020-07-17 06:00:00,2020-07-17 07:00:00,https://mckinsey.zoom.us/j/95205256774?pwd=WGpyem1aSW9oUWM2UExBY2tvdTJjQT09,2020-07-17,06:00:00
556,556,Team check-in,2020-07-17 06:00:00,2020-07-17 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-17,06:00:00
557,557,[EXT]GLG Consultation with Michael Martin on *Time Sensitive* HCM Solutions | User Perspective,2020-07-17 09:00:00,2020-07-17 10:00:00,"   https://call.glgroup.com/go/JBrPyfLaNYvc0 | +16503991602,,6192442# ",2020-07-17,09:00:00
558,558,Zoom: ADP Lifion check-in on Product/Platform (w/ Aaron and Lohit),2020-07-17 12:00:00,2020-07-17 12:30:00,https://mckinsey.zoom.us/j/91181100616?pwd=T0Y2aXFKMFI2aERlRm5wQm1GZURpQT09,2020-07-17,12:00:00
559,559,Call: ADP Lifion – Daily team PS,2020-07-17 12:00:00,2020-07-17 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-07-17,12:00:00
560,560,Call: ADP Lifion – Product PS,2020-07-17 13:30:00,2020-07-17 14:00:00,https://mckinsey.zoom.us/j/97653280032?pwd=VmhHdmV3cGNOM25yM0xnSlpVNlVaQT09,2020-07-17,13:30:00
561,561,Team check-out,2020-07-17 15:00:00,2020-07-17 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-17,15:00:00
562,562,Team check-in,2020-07-20 06:00:00,2020-07-20 06:30:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-20,06:00:00
563,563,Call: ADP Lifion – Product PS,2020-07-20 08:00:00,2020-07-20 09:00:00,https://mckinsey.zoom.us/j/97409336958?pwd=RUtNVDRuSGt6VmdPTitWdWhFMURmQT09,2020-07-20,08:00:00
564,564,[EXT]GLG Consultation with Richard Zuza on *Time Sensitive* HCM Solutions | User Perspective,2020-07-20 11:00:00,2020-07-20 12:00:00,"   https://call.glgroup.com/go/aajmDTxqVlGhO | +16503991602,,9834314# ",2020-07-20,11:00:00
565,565,Call: ADP Lifion – Daily team PS,2020-07-20 12:00:00,2020-07-20 12:30:00,https://mckinsey.zoom.us/j/97557060881?pwd=SUxoaElzWEJIb0QycmVVT29EdHhkZz09,2020-07-20,12:00:00
566,566,Erica + Kevin chitchat,2020-07-20 12:30:00,2020-07-20 13:00:00,https://mckinsey.zoom.us/j/97778075439?pwd=aEdQMENLVTJuRUYyN2kyNHFCcHNyUT09,2020-07-20,12:30:00
567,567,Team check-out,2020-07-20 15:00:00,2020-07-20 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-20,15:00:00
568,568,Team check-in,2020-07-21 06:45:00,2020-07-21 07:00:00,https://mckinsey.zoom.us/j/98009152898?pwd=Q1hHbkZUOE9haDkzUFVhSkVHTlh1dz09,2020-07-21,06:45:00
569,569,[EXT]GLG Consultation with Vineet Gambhir on *Time Sensitive* HCM Solutions | User Perspective,2020-07-21 10:00:00,2020-07-21 11:00:00,"   https://call.glgroup.com/go/xM4y0fD7w83hZ | +16503991602,,2429161# ",2020-07-21,10:00:00
570,570,Call: ADP Lifion – Product PS,2020-07-21 13:00:00,2020-07-21 13:30:00,https://mckinsey.zoom.us/j/97653280032?pwd=VmhHdmV3cGNOM25yM0xnSlpVNlVaQT09,2020-07-21,13:00:00
571,571,Team check-out,2020-07-21 15:00:00,2020-07-21 15:30:00,https://mckinsey.zoom.us/j/91854458522?pwd=NVB2R25WSStCUlU0QlNCeEJ1aDhzdz09,2020-07-21,15:00:00
